SerialNumber,ID,PosX,PosY,PosZ,RotX,RotY,RotZ,残りHP,討伐済み
38558,sphere,1034.623047,121.536980,128.675583,0,0,0,100,
38559,cube,1034.630005,240.962158,31.700298,0,0,0,100,
38560,bigCube,1034.697388,537.633057,-692.137024,0,0,0,100,
38561,enban,1035.149048,520.806519,-803.039917,0,0,0,100,
38562,cube,1035.753418,373.635803,-70.764786,0,0,0,100,
38563,enban,1035.759277,513.638916,-867.384766,0,0,0,100,
38564,sphere,1035.816528,53.308449,1194.071045,0,0,0,100,
38565,bigCube,1035.816528,65.357819,421.501648,0,0,0,100,
38566,sphere,1035.816528,68.900276,1124.626587,0,0,0,100,
38567,cube,1035.816528,69.893288,-2017.734375,0,0,0,100,
38568,smallCube,1035.816528,78.943069,551.709961,0,0,0,100,
38569,ghost,1035.816528,93.521904,916.293213,0,0,0,100,
38570,hankyu,1035.816528,101.080078,768.723816,0,0,0,100,
38571,hanen,1035.816528,702.198730,-1670.512573,0,0,0,100,
38572,enban,1035.816528,754.425903,-1236.484497,0,0,0,100,
38573,smallCube,1035.816528,800.756836,-1592.387451,0,0,0,100,
38574,enchu,1035.816528,819.678223,-1305.929077,0,0,0,100,
38575,enchu,1035.816528,824.903198,-1314.609619,0,0,0,100,
38576,smallCube,1035.816528,843.231079,-1531.623535,0,0,0,100,
38577,enchu,1035.816528,848.560303,-1375.373535,0,0,0,100,
38578,ghost,1035.854126,434.168518,-149.609238,0,0,0,100,
38579,bigCube,1035.939453,538.739197,-673.984497,0,0,0,100,
38580,cube,1036.024536,157.375900,91.949692,0,0,0,100,
38581,bigCube,1036.348145,538.837158,-663.268799,0,0,0,100,
38582,ghost,1036.409180,457.423309,-185.705963,0,0,0,100,
38583,enban,1036.539795,51.489971,1201.304810,0,0,0,100,
38584,bigCube,1036.539795,71.478554,498.903351,0,0,0,100,
38585,ghost,1036.539795,85.504044,992.971497,0,0,0,100,
38586,hankyu,1036.539795,466.681152,-1792.763550,0,0,0,100,
38587,smallCube,1036.539795,805.469299,-1584.430420,0,0,0,100,
38588,smallCube,1036.539795,849.289551,-1514.985718,0,0,0,100,
38589,enchu,1036.539917,62.067692,336.142914,0,0,0,100,
38590,smallCube,1036.539917,77.467926,544.476196,0,0,0,100,
38591,ghost,1036.539917,88.507324,969.099976,0,0,0,100,
38592,orangeCube,1036.539917,95.095413,899.655518,0,0,0,100,
38593,orangeCube,1036.539917,97.934425,854.082642,0,0,0,100,
38594,ghost,1036.539917,147.884781,-1955.523926,0,0,0,100,
38595,hankyu,1036.539917,561.281372,-1747.190674,0,0,0,100,
38596,cube,1036.546631,320.783264,-23.137455,0,0,0,100,
38597,cube,1036.677856,187.848709,70.789932,0,0,0,100,
38598,cube,1036.786621,245.591064,29.164425,0,0,0,100,
38599,cube,1036.813965,302.855713,-10.139782,0,0,0,100,
38600,sphere,1036.856445,515.989807,-901.127014,0,0,0,100,
38601,cube,1037.155151,367.697021,-64.639427,0,0,0,100,
38602,enban,1037.172852,43.117729,1238.965820,0,0,0,100,
38603,sphere,1037.172852,59.293259,1169.521240,0,0,0,100,
38604,bigCube,1037.172852,68.179672,467.752747,0,0,0,100,
38605,smallCube,1037.172852,72.059486,506.815308,0,0,0,100,
38606,cube,1037.172852,81.303276,1030.632446,0,0,0,100,
38607,ghost,1037.172852,88.915039,961.187988,0,0,0,100,
38608,orangeCube,1037.172852,95.243698,891.743591,0,0,0,100,
38609,hankyu,1037.172852,97.795639,715.148499,0,0,0,100,
38610,hankyu,1037.172852,99.208504,745.530518,0,0,0,100,
38611,hankyu,1037.172852,99.647720,791.917236,0,0,0,100,
38612,ghost,1037.172852,199.568497,-1923.740479,0,0,0,100,
38613,enchu,1037.172852,852.943115,-1399.923218,0,0,0,100,
38614,bigCube,1037.172852,857.240601,-1430.305176,0,0,0,100,
38615,orangeCube,1037.216553,497.128540,-250.861649,0,0,0,100,
38616,enban,1037.624878,47.940308,1215.953247,0,0,0,100,
38617,cube,1037.624878,83.547302,1007.619873,0,0,0,100,
38618,hankyu,1037.624878,99.273361,799.286621,0,0,0,100,
38619,hankyu,1037.624878,634.870361,-1707.585693,0,0,0,100,
38620,enchu,1037.625000,61.614613,321.494446,0,0,0,100,
38621,cube,1037.625000,81.951126,1022.810913,0,0,0,100,
38622,smallCube,1037.625000,84.618256,599.272217,0,0,0,100,
38623,hankyu,1037.625000,98.573601,738.161011,0,0,0,100,
38624,ghost,1037.625000,127.984703,-1970.172241,0,0,0,100,
38625,orangeCube,1037.625000,350.477661,-1846.474365,0,0,0,100,
38626,bigCube,1037.625000,853.634277,-1407.744873,0,0,0,100,
38627,bigCube,1037.625000,854.672363,-1484.061279,0,0,0,100,
38628,cube,1037.805786,49.792992,-2047.121704,0,0,0,100,
38629,cube,1037.805786,82.689117,1015.124939,0,0,0,100,
38630,smallCube,1037.805786,83.304413,591.767212,0,0,0,100,
38631,hanen,1037.805786,648.112305,-1699.899902,0,0,0,100,
38632,bigCube,1037.805786,854.555359,-1415.430664,0,0,0,100,
38633,cube,1037.878662,568.495972,-1017.196289,0,0,0,100,
38634,sphere,1037.919678,96.334351,154.895752,0,0,0,100,
38635,bigCube,1037.987183,545.167603,-624.375122,0,0,0,100,
38636,enchu,1038.085938,521.553101,-770.331787,0,0,0,100,
38637,enchu,1038.154053,531.532959,-707.749817,0,0,0,100,
38638,sphere,1038.270752,92.068001,168.832977,0,0,0,100,
38639,cube,1038.338135,170.051315,82.912910,0,0,0,100,
38640,cube,1038.464966,356.896637,-53.804646,0,0,0,100,
38641,cube,1038.484497,214.531158,49.475700,0,0,0,100,
38642,sphere,1038.623657,81.141396,194.782974,0,0,0,100,
38643,enchu,1038.701904,529.667419,-714.723389,0,0,0,100,
38644,enchu,1038.852417,522.710693,-748.899292,0,0,0,100,
38645,enban,1038.853882,515.091370,-821.636475,0,0,0,100,
38646,sphere,1038.995850,86.396698,181.569519,0,0,0,100,
38647,sphere,1039.001709,101.486557,148.843948,0,0,0,100,
38648,smallCube,1039.228027,556.355713,-539.176147,0,0,0,100,
38649,ghost,1040.077393,403.519806,-105.473122,0,0,0,100,
38650,hanen,1040.119873,556.776062,-437.379333,0,0,0,100,
38651,sphere,1040.189453,517.003174,-944.158691,0,0,0,100,
38652,enchu,1040.231689,517.422607,-788.478516,0,0,0,100,
38653,ghost,1040.332275,419.130127,-126.107330,0,0,0,100,
38654,sphere,1040.529541,515.955322,-933.671021,0,0,0,100,
38655,ghost,1040.563843,437.121948,-154.080521,0,0,0,100,
38656,cube,1040.759033,326.073456,-26.074791,0,0,0,100,
38657,ghost,1040.764404,450.242554,-176.174240,0,0,0,100,
38658,sphere,1040.795654,111.800667,136.875610,0,0,0,100,
38659,cube,1040.828857,349.760101,-46.205452,0,0,0,100,
38660,enchu,1040.910889,515.777466,-797.260254,0,0,0,100,
38661,cube,1041.147705,360.408508,-56.562935,0,0,0,100,
38662,bigCube,1041.224854,541.261414,-632.300964,0,0,0,100,
38663,sphere,1041.322266,116.967422,131.026672,0,0,0,100,
38664,sphere,1041.357300,127.327576,119.700722,0,0,0,100,
38665,sphere,1041.478638,122.143860,125.312973,0,0,0,100,
38666,bigCube,1041.677002,533.675537,-681.811890,0,0,0,100,
38667,bigCube,1041.778687,544.060425,-619.050720,0,0,0,100,
38668,orangeCube,1042.177979,474.487946,-214.950821,0,0,0,100,
38669,cube,1042.228638,149.706604,96.541481,0,0,0,100,
38670,cube,1042.319092,269.155823,15.442915,0,0,0,100,
38671,enchu,1042.437012,522.763306,-733.158447,0,0,0,100,
38672,ghost,1042.555664,455.859375,-183.740097,0,0,0,100,
38673,hanen,1042.610107,556.113892,-451.765717,0,0,0,100,
38674,cube,1042.624023,371.850311,-67.336700,0,0,0,100,
38675,cube,1042.645386,398.734711,-97.982475,0,0,0,100,
38676,smallCube,1042.701172,553.262024,-549.793213,0,0,0,100,
38677,hanen,1042.909424,555.714478,-443.801636,0,0,0,100,
38678,hanen,1042.986084,554.907593,-420.413025,0,0,0,100,
38679,cube,1043.015381,383.574036,-78.651733,0,0,0,100,
38680,cube,1043.363159,157.101837,91.293968,0,0,0,100,
38681,orangeCube,1043.430786,494.127655,-248.535706,0,0,0,100,
38682,hanen,1043.479736,557.059387,-486.496399,0,0,0,100,
38683,cube,1043.676025,247.951172,28.734465,0,0,0,100,
38684,orangeCube,1044.012939,471.113495,-208.366394,0,0,0,100,
38685,ghost,1044.077637,428.240570,-136.837936,0,0,0,100,
38686,enban,1044.079590,507.271942,-877.123047,0,0,0,100,
38687,orangeCube,1044.174561,478.157898,-222.596771,0,0,0,100,
38688,cube,1044.310181,164.449707,86.100830,0,0,0,100,
38689,cube,1044.497070,43.828171,-2052.456543,0,0,0,100,
38690,sphere,1044.497070,52.152863,1185.390503,0,0,0,100,
38691,cube,1044.497070,55.272858,-2035.095459,0,0,0,100,
38692,sphere,1044.497070,55.581024,1168.029297,0,0,0,100,
38693,enchu,1044.497070,56.460037,343.376709,0,0,0,100,
38694,enchu,1044.497070,56.633038,334.696106,0,0,0,100,
38695,enchu,1044.497070,57.152046,308.654480,0,0,0,100,
38696,enchu,1044.497070,57.272747,378.098907,0,0,0,100,
38697,bigCube,1044.497070,58.587032,412.821106,0,0,0,100,
38698,bigCube,1044.497070,59.634140,430.182220,0,0,0,100,
38699,bigCube,1044.497070,65.804710,499.626709,0,0,0,100,
38700,sphere,1044.497070,65.865509,1115.946045,0,0,0,100,
38701,cube,1044.497070,69.972412,1089.904419,0,0,0,100,
38702,smallCube,1044.497070,70.368042,534.348877,0,0,0,100,
38703,smallCube,1044.497070,71.508881,543.029419,0,0,0,100,
38704,cube,1044.497070,74.079323,1063.862793,0,0,0,100,
38705,smallCube,1044.497070,75.168449,569.071167,0,0,0,100,
38706,smallCube,1044.497070,76.546356,577.751709,0,0,0,100,
38707,cube,1044.497070,76.817261,1046.501587,0,0,0,100,
38708,cube,1044.497070,78.641457,1029.140503,0,0,0,100,
38709,hanen,1044.497070,80.680084,603.793335,0,0,0,100,
38710,cube,1044.497070,81.377762,1003.098755,0,0,0,100,
38711,hanen,1044.497070,82.057999,612.473877,0,0,0,100,
38712,ghost,1044.497070,82.289856,994.418213,0,0,0,100,
38713,ghost,1044.497070,83.201958,985.737671,0,0,0,100,
38714,cube,1044.497070,83.793839,-2000.373169,0,0,0,100,
38715,ghost,1044.497070,85.652451,959.696045,0,0,0,100,
38716,ghost,1044.497070,86.421646,951.015503,0,0,0,100,
38717,ghost,1044.497070,87.960052,933.654297,0,0,0,100,
38718,orangeCube,1044.497070,91.349167,890.251648,0,0,0,100,
38719,hankyu,1044.497070,92.727676,707.959961,0,0,0,100,
38720,hankyu,1044.497070,93.131348,716.640442,0,0,0,100,
38721,hankyu,1044.497070,93.938698,734.001648,0,0,0,100,
38722,hankyu,1044.497070,94.746056,751.362610,0,0,0,100,
38723,orangeCube,1044.497070,94.953613,812.126587,0,0,0,100,
38724,orangeCube,1044.497070,95.073570,803.446045,0,0,0,100,
38725,ghost,1044.497070,95.147774,-1991.692749,0,0,0,100,
38726,ghost,1044.497070,106.501709,-1983.012207,0,0,0,100,
38727,ghost,1044.497070,117.855652,-1974.331665,0,0,0,100,
38728,ghost,1044.497070,129.209595,-1965.651123,0,0,0,100,
38729,ghost,1044.497070,211.594086,-1913.567871,0,0,0,100,
38730,orangeCube,1044.497070,421.800446,-1809.401123,0,0,0,100,
38731,hankyu,1044.497070,458.343628,-1792.040039,0,0,0,100,
38732,hankyu,1044.497070,494.381775,-1774.679077,0,0,0,100,
38733,hankyu,1044.497070,530.419922,-1757.317993,0,0,0,100,
38734,hankyu,1044.497070,630.133789,-1705.234741,0,0,0,100,
38735,hanen,1044.497070,691.009155,-1670.512573,0,0,0,100,
38736,hanen,1044.497070,706.228027,-1661.832031,0,0,0,100,
38737,hanen,1044.497070,727.311401,-1644.470947,0,0,0,100,
38738,hanen,1044.497070,737.853088,-1635.790283,0,0,0,100,
38739,enban,1044.497070,739.174561,-1201.762329,0,0,0,100,
38740,enban,1044.497070,746.160828,-1210.442871,0,0,0,100,
38741,hanen,1044.497070,758.936462,-1618.429199,0,0,0,100,
38742,hanen,1044.497070,769.478149,-1609.748535,0,0,0,100,
38743,enban,1044.497070,779.459473,-1253.845581,0,0,0,100,
38744,hanen,1044.497070,780.019775,-1601.067993,0,0,0,100,
38745,enban,1044.497070,795.520508,-1279.887451,0,0,0,100,
38746,enban,1044.497070,806.227844,-1297.248535,0,0,0,100,
38747,smallCube,1044.497070,808.764709,-1566.345947,0,0,0,100,
38748,enchu,1044.497070,823.694458,-1331.970703,0,0,0,100,
38749,smallCube,1044.497070,840.939819,-1514.262451,0,0,0,100,
38750,bigCube,1044.497070,844.612671,-1496.901245,0,0,0,100,
38751,enchu,1044.497070,845.199829,-1392.734619,0,0,0,100,
38752,bigCube,1044.497070,847.655518,-1410.095703,0,0,0,100,
38753,bigCube,1044.497070,850.121948,-1470.859619,0,0,0,100,
38754,bigCube,1044.497070,852.566895,-1444.817993,0,0,0,100,
38755,enchu,1044.608521,524.095520,-717.112671,0,0,0,100,
38756,hanen,1044.950073,554.937927,-448.499695,0,0,0,100,
38757,cube,1045.095825,193.083435,66.198334,0,0,0,100,
38758,enban,1045.121948,72.125328,207.807358,0,0,0,100,
38759,hanen,1045.141846,554.184326,-428.322021,0,0,0,100,
38760,ghost,1045.627808,439.796936,-157.958847,0,0,0,100,
38761,cube,1045.758545,367.227478,-62.065987,0,0,0,100,
38762,ghost,1046.082642,464.675720,-195.630875,0,0,0,100,
38763,sphere,1046.185547,87.140480,170.054626,0,0,0,100,
38764,ghost,1046.338623,418.471893,-124.088715,0,0,0,100,
38765,sphere,1046.398315,90.143517,162.504074,0,0,0,100,
38766,ghost,1046.703369,423.776245,-130.696045,0,0,0,100,
38767,smallCube,1047.213135,547.553040,-582.687134,0,0,0,100,
38768,bigCube,1047.490723,542.392456,-611.029236,0,0,0,100,
38769,enchu,1047.665283,508.951172,-798.854126,0,0,0,100,
38770,sphere,1048.172363,116.788124,128.524673,0,0,0,100,
38771,cube,1048.404297,399.747772,-97.744904,0,0,0,100,
38772,ghost,1048.871826,405.392487,-105.569519,0,0,0,100,
38773,smallCube,1048.890625,555.455688,-504.604065,0,0,0,100,
38774,orangeCube,1048.931396,482.467407,-231.868088,0,0,0,100,
38775,sphere,1048.952881,128.608917,115.310249,0,0,0,100,
38776,cube,1049.259521,237.406647,36.075699,0,0,0,100,
38777,ghost,1049.493896,402.875977,-101.840912,0,0,0,100,
38778,orangeCube,1049.549683,490.940704,-245.919083,0,0,0,100,
38779,orangeCube,1049.578735,496.901337,-254.310074,0,0,0,100,
38780,smallCube,1049.745850,548.896362,-555.444946,0,0,0,100,
38781,ghost,1049.772583,444.073242,-165.007385,0,0,0,100,
38782,sphere,1050.237061,505.167236,-910.854126,0,0,0,100,
38783,cube,1050.337891,252.996826,26.612867,0,0,0,100,
38784,cube,1050.720215,284.697723,5.878826,0,0,0,100,
38785,enchu,1051.112793,517.959961,-719.743713,0,0,0,100,
38786,cube,1051.188232,49.383389,-2040.430420,0,0,0,100,
38787,enchu,1051.188232,54.155136,390.125092,0,0,0,100,
38788,enchu,1051.188232,54.655075,313.989380,0,0,0,100,
38789,smallCube,1051.188232,76.216896,598.458435,0,0,0,100,
38790,orangeCube,1051.188232,91.649559,806.791748,0,0,0,100,
38791,hankyu,1051.188232,511.303955,-1762.652832,0,0,0,100,
38792,bigCube,1051.293091,521.765076,-699.916382,0,0,0,100,
38793,enchu,1051.340820,519.732422,-709.885864,0,0,0,100,
38794,enban,1051.369141,45.075470,1209.081177,0,0,0,100,
38795,enchu,1051.369141,54.440887,321.494446,0,0,0,100,
38796,enchu,1051.369141,54.743641,306.303467,0,0,0,100,
38797,sphere,1051.369141,55.937153,1154.827637,0,0,0,100,
38798,bigCube,1051.369141,57.897568,452.064484,0,0,0,100,
38799,sphere,1051.369141,58.936794,1139.636719,0,0,0,100,
38800,smallCube,1051.369141,67.188957,536.699890,0,0,0,100,
38801,cube,1051.369141,68.208344,1085.383301,0,0,0,100,
38802,cube,1051.369141,70.604034,1070.192383,0,0,0,100,
38803,smallCube,1051.369141,74.927841,590.953369,0,0,0,100,
38804,cube,1051.369141,77.386612,1015.938843,0,0,0,100,
38805,ghost,1051.369141,85.114784,931.303345,0,0,0,100,
38806,hankyu,1051.369141,90.732422,745.033203,0,0,0,100,
38807,orangeCube,1051.369141,91.452057,814.477661,0,0,0,100,
38808,hankyu,1051.369141,91.661980,799.286682,0,0,0,100,
38809,ghost,1051.369141,213.891846,-1909.046753,0,0,0,100,
38810,orangeCube,1051.369141,242.080078,-1893.855835,0,0,0,100,
38811,orangeCube,1051.369141,349.871277,-1839.602417,0,0,0,100,
38812,hankyu,1051.369141,527.041016,-1754.967041,0,0,0,100,
38813,bigCube,1051.369141,840.914429,-1477.189331,0,0,0,100,
38814,cube,1051.371826,165.216446,84.756882,0,0,0,100,
38815,enchu,1051.821289,53.254147,375.250580,0,0,0,100,
38816,bigCube,1051.821289,59.569023,475.077026,0,0,0,100,
38817,smallCube,1051.821289,73.513702,583.583923,0,0,0,100,
38818,hanen,1051.821289,78.336388,613.965820,0,0,0,100,
38819,ghost,1051.821289,82.914772,953.863831,0,0,0,100,
38820,ghost,1051.821289,85.606964,923.481812,0,0,0,100,
38821,orangeCube,1051.821289,89.907867,854.037476,0,0,0,100,
38822,hankyu,1051.821289,91.535583,791.917236,0,0,0,100,
38823,orangeCube,1051.821289,398.487244,-1816.589844,0,0,0,100,
38824,hankyu,1051.821289,542.733582,-1747.145508,0,0,0,100,
38825,enban,1051.821289,799.642578,-1298.740479,0,0,0,100,
38826,enchu,1051.821289,818.119141,-1337.802979,0,0,0,100,
38827,cube,1051.875977,364.685669,-58.087036,0,0,0,100,
38828,enban,1051.910889,499.407043,-867.241211,0,0,0,100,
38829,cube,1051.917969,173.478699,78.977234,0,0,0,100,
38830,hanen,1052.136963,550.647339,-417.915649,0,0,0,100,
38831,ghost,1052.291504,417.714111,-121.955338,0,0,0,100,
38832,bigCube,1052.301025,527.898315,-659.416016,0,0,0,100,
38833,smallCube,1052.454224,62.716595,506.860504,0,0,0,100,
38834,cube,1052.454224,75.430283,1030.587280,0,0,0,100,
38835,hankyu,1052.454224,90.876823,760.766663,0,0,0,100,
38836,hankyu,1052.454224,91.316650,784.638184,0,0,0,100,
38837,ghost,1052.454224,185.748505,-1923.695312,0,0,0,100,
38838,orangeCube,1052.454224,414.682159,-1808.677856,0,0,0,100,
38839,hankyu,1052.454224,463.796295,-1784.806152,0,0,0,100,
38840,hanen,1052.454224,770.834595,-1600.344727,0,0,0,100,
38841,smallCube,1052.454224,791.888062,-1576.473145,0,0,0,100,
38842,smallCube,1052.454224,823.743774,-1530.900146,0,0,0,100,
38843,smallCube,1052.454224,833.359375,-1507.028564,0,0,0,100,
38844,bigCube,1052.454224,843.000610,-1461.455688,0,0,0,100,
38845,bigCube,1052.454224,843.558411,-1445.541504,0,0,0,100,
38846,cube,1052.627808,374.010803,-66.978714,0,0,0,100,
38847,cube,1052.681396,369.236633,-62.318619,0,0,0,100,
38848,enban,1052.792236,498.750183,-845.198364,0,0,0,100,
38849,orangeCube,1052.842041,472.908447,-213.059769,0,0,0,100,
38850,orangeCube,1052.952515,477.720825,-222.781174,0,0,0,100,
38851,sphere,1053.177612,49.689697,1185.390503,0,0,0,100,
38852,bigCube,1053.177612,54.280594,421.501648,0,0,0,100,
38853,bigCube,1053.177612,60.182350,490.946167,0,0,0,100,
38854,cube,1053.177612,78.396042,-2000.373169,0,0,0,100,
38855,ghost,1053.177612,171.684296,-1930.929077,0,0,0,100,
38856,orangeCube,1053.177612,284.437225,-1870.165161,0,0,0,100,
38857,sphere,1053.177612,716.413269,-1184.401245,0,0,0,100,
38858,hanen,1053.220825,551.790283,-467.541779,0,0,0,100,
38859,enban,1053.255127,499.533386,-834.058655,0,0,0,100,
38860,cube,1053.496094,397.441193,-93.019226,0,0,0,100,
38861,sphere,1053.582520,87.988426,168.949097,0,0,0,100,
38862,orangeCube,1053.743530,475.379913,-218.154922,0,0,0,100,
38863,enban,1054.180908,501.099792,-811.779297,0,0,0,100,
38864,ghost,1054.185547,423.593506,-128.983871,0,0,0,100,
38865,sphere,1054.258179,535.988220,-989.148438,0,0,0,100,
38866,hanen,1054.573242,550.917114,-459.793396,0,0,0,100,
38867,sphere,1054.582397,109.588303,137.101700,0,0,0,100,
38868,sphere,1054.685059,104.283279,143.066925,0,0,0,100,
38869,cube,1054.718506,215.436371,50.451309,0,0,0,100,
38870,cube,1055.042969,332.615997,-27.808231,0,0,0,100,
38871,cube,1055.088623,318.483276,-17.596399,0,0,0,100,
38872,enchu,1055.106689,502.666199,-789.500000,0,0,0,100,
38873,hanen,1055.177979,550.109741,-443.695801,0,0,0,100,
38874,cube,1055.315796,346.103729,-39.154049,0,0,0,100,
38875,sphere,1055.459717,522.838440,-971.253113,0,0,0,100,
38876,enchu,1055.569824,503.449402,-778.360352,0,0,0,100,
38877,cube,1055.950928,233.253693,39.636650,0,0,0,100,
38878,smallCube,1055.984131,543.833313,-570.407288,0,0,0,100,
38879,enchu,1056.032715,504.232605,-767.220642,0,0,0,100,
38880,sphere,1056.051025,124.969658,119.941689,0,0,0,100,
38881,sphere,1056.372559,516.125244,-962.487488,0,0,0,100,
38882,cube,1056.567139,242.162354,34.229317,0,0,0,100,
38883,sphere,1057.014404,129.954437,114.417877,0,0,0,100,
38884,sphere,1057.136841,501.562866,-923.281494,0,0,0,100,
38885,cube,1057.183350,251.071014,28.821985,0,0,0,100,
38886,sphere,1057.374512,509.372620,-953.773804,0,0,0,100,
38887,sphere,1057.394165,502.418091,-933.189087,0,0,0,100,
38888,enchu,1057.445068,509.715088,-733.676941,0,0,0,100,
38889,bigCube,1057.585693,55.574142,462.768219,0,0,0,100,
38890,orangeCube,1057.585693,88.375931,809.990479,0,0,0,100,
38891,ghost,1057.585693,118.276596,-1967.787354,0,0,0,100,
38892,hankyu,1057.585693,510.255188,-1759.454102,0,0,0,100,
38893,enban,1057.585693,786.144104,-1286.431641,0,0,0,100,
38894,smallCube,1057.585693,803.291077,-1551.121094,0,0,0,100,
38895,ghost,1057.641968,438.423706,-152.829041,0,0,0,100,
38896,cube,1057.799561,259.979675,23.414652,0,0,0,100,
38897,smallCube,1057.896729,545.121948,-551.362305,0,0,0,100,
38898,enban,1058.015137,40.870541,1219.796143,0,0,0,100,
38899,cube,1058.015137,44.965820,-2043.459717,0,0,0,100,
38900,bigCube,1058.015137,54.836895,456.540405,0,0,0,100,
38901,smallCube,1058.015137,72.046410,595.429260,0,0,0,100,
38902,ghost,1058.015137,76.655716,998.577698,0,0,0,100,
38903,orangeCube,1058.015137,85.626381,872.573975,0,0,0,100,
38904,orangeCube,1058.015137,86.429077,859.688843,0,0,0,100,
38905,orangeCube,1058.015137,88.067116,816.647827,0,0,0,100,
38906,hankyu,1058.015137,523.558289,-1752.796875,0,0,0,100,
38907,enban,1058.015137,732.728882,-1210.759521,0,0,0,100,
38908,hanen,1058.015137,747.330078,-1613.908081,0,0,0,100,
38909,enban,1058.015137,781.862976,-1280.203857,0,0,0,100,
38910,smallCube,1058.015137,798.408813,-1557.348755,0,0,0,100,
38911,enchu,1058.015137,816.095703,-1349.648315,0,0,0,100,
38912,enchu,1058.015137,821.112305,-1362.533447,0,0,0,100,
38913,smallCube,1058.034912,550.966858,-502.141205,0,0,0,100,
38914,ghost,1058.284668,441.474396,-158.354507,0,0,0,100,
38915,smallCube,1058.378662,549.588013,-512.114136,0,0,0,100,
38916,enchu,1058.386475,513.370056,-711.314453,0,0,0,100,
38917,cube,1058.415771,268.888336,18.007322,0,0,0,100,
38918,cube,1058.468872,171.459686,81.577377,0,0,0,100,
38919,enchu,1058.857300,515.197510,-700.133240,0,0,0,100,
38920,cube,1059.032471,40.671013,-2049.427490,0,0,0,100,
38921,sphere,1059.032471,44.882439,1199.925903,0,0,0,100,
38922,sphere,1059.032471,53.132721,1156.319580,0,0,0,100,
38923,bigCube,1059.032471,53.817722,450.572540,0,0,0,100,
38924,smallCube,1059.032471,64.502525,545.855164,0,0,0,100,
38925,orangeCube,1059.032471,84.741089,878.541931,0,0,0,100,
38926,orangeCube,1059.032471,86.350708,852.703735,0,0,0,100,
38927,hankyu,1059.032471,87.814133,797.794678,0,0,0,100,
38928,ghost,1059.032471,204.330399,-1910.538818,0,0,0,100,
38929,orangeCube,1059.032471,393.483490,-1815.256104,0,0,0,100,
38930,hankyu,1059.032471,536.835449,-1745.811768,0,0,0,100,
38931,hankyu,1059.032471,616.967224,-1702.205566,0,0,0,100,
38932,enban,1059.032471,726.895874,-1204.791626,0,0,0,100,
38933,enban,1059.032471,777.139893,-1274.235840,0,0,0,100,
38934,enchu,1059.032471,793.075500,-1300.074097,0,0,0,100,
38935,enchu,1059.032471,812.682617,-1343.680420,0,0,0,100,
38936,sphere,1059.073853,83.991364,179.806824,0,0,0,100,
38937,cube,1059.077271,367.574524,-59.127346,0,0,0,100,
38938,orangeCube,1059.407227,478.819122,-225.780746,0,0,0,100,
38939,cube,1060.209229,293.524567,1.492805,0,0,0,100,
38940,bigCube,1060.265259,521.209595,-666.612671,0,0,0,100,
38941,sphere,1060.366211,46.064709,1192.714722,0,0,0,100,
38942,bigCube,1060.366211,52.642647,444.695038,0,0,0,100,
38943,sphere,1060.366211,59.221905,1123.270264,0,0,0,100,
38944,smallCube,1060.366211,59.657368,514.139526,0,0,0,100,
38945,cube,1060.366211,73.153343,1023.308228,0,0,0,100,
38946,orangeCube,1060.366211,83.701675,884.419312,0,0,0,100,
38947,hankyu,1060.366211,84.813965,722.472778,0,0,0,100,
38948,hankyu,1060.366211,86.624191,761.399536,0,0,0,100,
38949,hankyu,1060.366211,87.222076,791.917236,0,0,0,100,
38950,ghost,1060.366211,92.908356,-1985.860352,0,0,0,100,
38951,ghost,1060.366211,143.823685,-1946.933838,0,0,0,100,
38952,hankyu,1060.366211,550.201477,-1738.600586,0,0,0,100,
38953,hankyu,1060.366211,604.967407,-1708.083008,0,0,0,100,
38954,hanen,1060.366211,673.214478,-1669.156250,0,0,0,100,
38955,sphere,1060.366211,720.815247,-1198.914062,0,0,0,100,
38956,enban,1060.366211,772.148193,-1268.358398,0,0,0,100,
38957,smallCube,1060.366211,787.234131,-1569.194092,0,0,0,100,
38958,enchu,1060.366211,808.965515,-1337.802979,0,0,0,100,
38959,enchu,1060.366211,824.120850,-1376.729736,0,0,0,100,
38960,bigCube,1060.366211,834.588867,-1446.174438,0,0,0,100,
38961,sphere,1060.411377,61.646118,1107.988892,0,0,0,100,
38962,orangeCube,1060.411377,83.210785,899.655518,0,0,0,100,
38963,hankyu,1060.411377,578.749512,-1723.319092,0,0,0,100,
38964,enban,1060.411377,762.802856,-1253.122192,0,0,0,100,
38965,enchu,1060.411377,803.355103,-1322.566772,0,0,0,100,
38966,enchu,1060.411377,827.462646,-1392.011353,0,0,0,100,
38967,hanen,1060.546631,548.619385,-472.809875,0,0,0,100,
38968,sphere,1060.564941,533.192993,-992.828186,0,0,0,100,
38969,cube,1060.743408,538.464966,-1000.819153,0,0,0,100,
38970,enban,1060.744019,65.319283,222.499786,0,0,0,100,
38971,enban,1060.789307,495.889343,-815.565430,0,0,0,100,
38972,cube,1060.797852,301.388367,-4.060787,0,0,0,100,
38973,sphere,1060.862061,88.776512,167.978241,0,0,0,100,
38974,sphere,1061.031494,112.925171,133.849396,0,0,0,100,
38975,cube,1061.141846,192.766113,66.897720,0,0,0,100,
38976,sphere,1061.233398,527.545715,-985.331299,0,0,0,100,
38977,hanen,1061.369141,547.935791,-463.473114,0,0,0,100,
38978,cube,1061.386475,309.252136,-9.614380,0,0,0,100,
